2024-11-01 22:35:21 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of bbb6b14f-54a3-41fc-9d77-137ea2856c0d_config-0
2024-11-01 22:35:33 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8080"]
2024-11-01 22:35:33 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2024-11-01 22:35:33 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.75]
2024-11-01 22:35:33 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2024-11-01 22:35:33 |INFO  |main |ServletWebServerApplicationContext.java:292 |org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext |Root WebApplicationContext: initialization completed in 1090 ms
2024-11-01 22:35:33 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join properties config complete
2024-11-01 22:35:33 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join SqlInjector init
2024-11-01 22:35:34 |INFO  |main |FeignClientFactoryBean.java:418 |org.springframework.cloud.openfeign.FeignClientFactoryBean |For 'video-service' URL not provided. Will try picking an instance via load-balancing.
2024-11-01 22:35:34 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[79dac3fb-2721-4602-b9b4-02ea496ada79_config-0] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1730471735491_221.4.34.226_4555
2024-11-01 22:35:34 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[79dac3fb-2721-4602-b9b4-02ea496ada79_config-0] Notify connected event to listeners.
2024-11-01 22:35:34 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[79dac3fb-2721-4602-b9b4-02ea496ada79_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-11-01 22:35:34 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[79dac3fb-2721-4602-b9b4-02ea496ada79_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$465/0x0000000800500440
2024-11-01 22:35:34 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[gateway-service] & group[DEFAULT_GROUP]
2024-11-01 22:35:34 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[gateway-service.properties] & group[DEFAULT_GROUP]
2024-11-01 22:35:34 |INFO  |main |PropertySourceBootstrapConfiguration.java:109 |org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration |Located property source: [BootstrapPropertySource {name='bootstrapProperties-gateway-service.properties,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-gateway-service,DEFAULT_GROUP'}]
2024-11-01 22:35:34 |INFO  |main |FeignClientFactoryBean.java:418 |org.springframework.cloud.openfeign.FeignClientFactoryBean |For 'notice-service' URL not provided. Will try picking an instance via load-balancing.
2024-11-01 22:35:34 |INFO  |main |SpringApplication.java:631 |com.bilibili.gateway.GateWayApplication |No active profile set, falling back to 1 default profile: "default"
2024-11-01 22:35:35 |INFO  |main |FeignClientFactoryBean.java:418 |org.springframework.cloud.openfeign.FeignClientFactoryBean |For 'search-service' URL not provided. Will try picking an instance via load-balancing.
2024-11-01 22:35:35 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-11-01 22:35:35 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-11-01 22:35:35 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 5 ms. Found 0 Redis repository interfaces.
2024-11-01 22:35:35 |WARN  |main |Logger.java:44 |org.mybatis.spring.mapper.ClassPathMapperScanner |No MyBatis mapper was found in '[com.bilibili.gateway]' package. Please check your configuration.
2024-11-01 22:35:35 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=661f5f2e-7646-3bbe-a558-b5cc1300a1e5
2024-11-01 22:35:35 |INFO  |main |PostProcessorRegistrationDelegate.java:376 |org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker |Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-11-01 22:35:35 |INFO  |main |PostProcessorRegistrationDelegate.java:376 |org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker |Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-11-01 22:35:35 |INFO  |main |PostProcessorRegistrationDelegate.java:376 |org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker |Bean 'reactorDeferringLoadBalancerExchangeFilterFunction' of type [org.springframework.cloud.client.loadbalancer.reactive.DeferringLoadBalancerExchangeFilterFunction] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-11-01 22:35:35 |INFO  |main |WebMvcPropertySourcedRequestMappingHandlerMapping.java:69 |springfox.documentation.spring.web.WebMvcPropertySourcedRequestMappingHandlerMapping |Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2ControllerWebMvc#getDocumentation(String, HttpServletRequest)]
2024-11-01 22:35:35 |INFO  |main |WebMvcPropertySourcedRequestMappingHandlerMapping.java:69 |springfox.documentation.spring.web.WebMvcPropertySourcedRequestMappingHandlerMapping |Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2ControllerWebMvc#getDocumentation(String, HttpServletRequest)]
2024-11-01 22:35:36 |WARN  |main |LoadBalancerCacheAutoConfiguration.java:82 |org.springframework.cloud.loadbalancer.config.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger |Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2024-11-01 22:35:36 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of f75cda45-940b-408a-bf8e-0a370699a5b0
2024-11-01 22:35:36 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f75cda45-940b-408a-bf8e-0a370699a5b0] RpcClient init label, labels = {module=naming, source=sdk}
2024-11-01 22:35:36 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f75cda45-940b-408a-bf8e-0a370699a5b0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2024-11-01 22:35:36 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f75cda45-940b-408a-bf8e-0a370699a5b0] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2024-11-01 22:35:36 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f75cda45-940b-408a-bf8e-0a370699a5b0] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2024-11-01 22:35:36 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f75cda45-940b-408a-bf8e-0a370699a5b0] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-11-01 22:35:36 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f75cda45-940b-408a-bf8e-0a370699a5b0] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1730471737731_221.4.34.226_4581
2024-11-01 22:35:36 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f75cda45-940b-408a-bf8e-0a370699a5b0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-11-01 22:35:36 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f75cda45-940b-408a-bf8e-0a370699a5b0] Notify connected event to listeners.
2024-11-01 22:35:36 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f75cda45-940b-408a-bf8e-0a370699a5b0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$467/0x00000008003c6440
2024-11-01 22:35:37 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Starting ProtocolHandler ["http-nio-8080"]
2024-11-01 22:35:37 |INFO  |main |TomcatWebServer.java:220 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat started on port(s): 8080 (http) with context path ''
2024-11-01 22:35:37 |INFO  |main |NacosServiceRegistry.java:75 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |nacos registry, DEFAULT_GROUP video-service 169.254.31.187:8080 register finished
2024-11-01 22:35:37 |WARN  |main |LoadBalancerCacheAutoConfiguration.java:82 |org.springframework.cloud.loadbalancer.config.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger |Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2024-11-01 22:35:37 |INFO  |main |DocumentationPluginsBootstrapper.java:93 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Documentation plugins bootstrapped
2024-11-01 22:35:37 |INFO  |main |AbstractDocumentationPluginsBootstrapper.java:79 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Found 2 custom documentation plugin(s)
2024-11-01 22:35:37 |INFO  |main |ApiListingReferenceScanner.java:44 |springfox.documentation.spring.web.scanners.ApiListingReferenceScanner |Scanning for api listing references
2024-11-01 22:35:37 |INFO  |main |CachingOperationNameGenerator.java:41 |springfox.documentation.spring.web.readers.operation.CachingOperationNameGenerator |Generating unique operation named: getCollectGroupUsingGET_1
2024-11-01 22:35:37 |INFO  |main |CachingOperationNameGenerator.java:41 |springfox.documentation.spring.web.readers.operation.CachingOperationNameGenerator |Generating unique operation named: getCommentUsingGET_1
2024-11-01 22:35:37 |INFO  |main |CachingOperationNameGenerator.java:41 |springfox.documentation.spring.web.readers.operation.CachingOperationNameGenerator |Generating unique operation named: getDanmakuUsingGET_1
2024-11-01 22:35:37 |INFO  |nacos-grpc-client-executor-5 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f75cda45-940b-408a-bf8e-0a370699a5b0] Receive server push request, request = NotifySubscriberRequest, requestId = 28
2024-11-01 22:35:37 |INFO  |nacos-grpc-client-executor-5 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f75cda45-940b-408a-bf8e-0a370699a5b0] Ack server push request, request = NotifySubscriberRequest, requestId = 28
2024-11-01 22:35:37 |INFO  |main |ApiListingReferenceScanner.java:44 |springfox.documentation.spring.web.scanners.ApiListingReferenceScanner |Scanning for api listing references
2024-11-01 22:35:37 |INFO  |main |StartupInfoLogger.java:61 |com.bilibili.video.VideoApplication |Started VideoApplication in 8.48 seconds (JVM running for 9.337)
2024-11-01 22:35:37 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=video-service, group=DEFAULT_GROUP
2024-11-01 22:35:37 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=video-service-dev.yaml, group=DEFAULT_GROUP
2024-11-01 22:35:37 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=video-service.yaml, group=DEFAULT_GROUP
2024-11-01 22:35:37 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [After]
2024-11-01 22:35:37 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Before]
2024-11-01 22:35:37 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Between]
2024-11-01 22:35:37 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Cookie]
2024-11-01 22:35:37 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Header]
2024-11-01 22:35:37 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Host]
2024-11-01 22:35:37 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Method]
2024-11-01 22:35:37 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Path]
2024-11-01 22:35:37 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Query]
2024-11-01 22:35:37 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [ReadBody]
2024-11-01 22:35:37 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [RemoteAddr]
2024-11-01 22:35:37 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [XForwardedRemoteAddr]
2024-11-01 22:35:37 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [Weight]
2024-11-01 22:35:37 |INFO  |main |RouteDefinitionRouteLocator.java:88 |org.springframework.cloud.gateway.route.RouteDefinitionRouteLocator |Loaded RoutePredicateFactory [CloudFoundryRouteService]
2024-11-01 22:35:38 |INFO  |main |DefaultRocketMQListenerContainer.java:290 |org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer |running container: DefaultRocketMQListenerContainer{consumerGroup='mysql-es-group', nameServer='8.138.31.44:9876', topic='mysqlToEs', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING}
2024-11-01 22:35:38 |INFO  |main |ListenerContainerConfiguration.java:127 |org.apache.rocketmq.spring.autoconfigure.ListenerContainerConfiguration |Register the listener to container, listenerBeanName:mysqlToEsConsumer, containerBeanName:org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer_1
2024-11-01 22:35:38 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join properties config complete
2024-11-01 22:35:38 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join SqlInjector init
2024-11-01 22:35:38 |WARN  |main |LoadBalancerCacheAutoConfiguration.java:82 |org.springframework.cloud.loadbalancer.config.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger |Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2024-11-01 22:35:38 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 2179519e-73fa-4ec9-a329-a2c9605ef89e
2024-11-01 22:35:38 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2179519e-73fa-4ec9-a329-a2c9605ef89e] RpcClient init label, labels = {module=naming, source=sdk}
2024-11-01 22:35:38 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2179519e-73fa-4ec9-a329-a2c9605ef89e] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2024-11-01 22:35:38 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2179519e-73fa-4ec9-a329-a2c9605ef89e] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2024-11-01 22:35:38 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2179519e-73fa-4ec9-a329-a2c9605ef89e] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2024-11-01 22:35:38 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2179519e-73fa-4ec9-a329-a2c9605ef89e] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-11-01 22:35:39 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2179519e-73fa-4ec9-a329-a2c9605ef89e] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1730471739824_221.4.34.226_62542
2024-11-01 22:35:39 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2179519e-73fa-4ec9-a329-a2c9605ef89e] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-11-01 22:35:39 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2179519e-73fa-4ec9-a329-a2c9605ef89e] Notify connected event to listeners.
2024-11-01 22:35:39 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2179519e-73fa-4ec9-a329-a2c9605ef89e] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$465/0x0000000800500440
2024-11-01 22:35:39 |INFO  |main |DefaultRocketMQListenerContainer.java:290 |org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer |running container: DefaultRocketMQListenerContainer{consumerGroup='comment-group', nameServer='8.138.31.44:9876', topic='comment', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING}
2024-11-01 22:35:39 |INFO  |main |ListenerContainerConfiguration.java:127 |org.apache.rocketmq.spring.autoconfigure.ListenerContainerConfiguration |Register the listener to container, listenerBeanName:commentConsumer, containerBeanName:org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer_2
2024-11-01 22:35:39 |INFO  |main |NettyWebServer.java:111 |org.springframework.boot.web.embedded.netty.NettyWebServer |Netty started on port 8085
2024-11-01 22:35:39 |INFO  |nacos-grpc-client-executor-17 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2179519e-73fa-4ec9-a329-a2c9605ef89e] Receive server push request, request = NotifySubscriberRequest, requestId = 29
2024-11-01 22:35:39 |INFO  |nacos-grpc-client-executor-17 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2179519e-73fa-4ec9-a329-a2c9605ef89e] Ack server push request, request = NotifySubscriberRequest, requestId = 29
2024-11-01 22:35:39 |INFO  |nacos-grpc-client-executor-18 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2179519e-73fa-4ec9-a329-a2c9605ef89e] Receive server push request, request = NotifySubscriberRequest, requestId = 30
2024-11-01 22:35:39 |INFO  |nacos-grpc-client-executor-18 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2179519e-73fa-4ec9-a329-a2c9605ef89e] Ack server push request, request = NotifySubscriberRequest, requestId = 30
2024-11-01 22:35:39 |INFO  |nacos-grpc-client-executor-19 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2179519e-73fa-4ec9-a329-a2c9605ef89e] Receive server push request, request = NotifySubscriberRequest, requestId = 31
2024-11-01 22:35:39 |INFO  |nacos-grpc-client-executor-19 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2179519e-73fa-4ec9-a329-a2c9605ef89e] Ack server push request, request = NotifySubscriberRequest, requestId = 31
2024-11-01 22:35:39 |INFO  |nacos-grpc-client-executor-20 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2179519e-73fa-4ec9-a329-a2c9605ef89e] Receive server push request, request = NotifySubscriberRequest, requestId = 32
2024-11-01 22:35:39 |INFO  |nacos-grpc-client-executor-20 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2179519e-73fa-4ec9-a329-a2c9605ef89e] Ack server push request, request = NotifySubscriberRequest, requestId = 32
2024-11-01 22:35:40 |INFO  |main |DefaultRocketMQListenerContainer.java:290 |org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer |running container: DefaultRocketMQListenerContainer{consumerGroup='like-group', nameServer='8.138.31.44:9876', topic='like', consumeMode=ORDERLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING}
2024-11-01 22:35:40 |INFO  |main |ListenerContainerConfiguration.java:127 |org.apache.rocketmq.spring.autoconfigure.ListenerContainerConfiguration |Register the listener to container, listenerBeanName:likeConsumer, containerBeanName:org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer_3
2024-11-01 22:35:40 |INFO  |main |NacosServiceRegistry.java:75 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |nacos registry, DEFAULT_GROUP gateway-service 169.254.31.187:8085 register finished
2024-11-01 22:35:40 |INFO  |main |StartupInfoLogger.java:61 |com.bilibili.gateway.GateWayApplication |Started GateWayApplication in 8.382 seconds (JVM running for 9.178)
2024-11-01 22:35:40 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=gateway-service.properties, group=DEFAULT_GROUP
2024-11-01 22:35:40 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=gateway-service, group=DEFAULT_GROUP
2024-11-01 22:35:40 |INFO  |nacos-grpc-client-executor-30 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2179519e-73fa-4ec9-a329-a2c9605ef89e] Receive server push request, request = NotifySubscriberRequest, requestId = 33
2024-11-01 22:35:40 |INFO  |nacos-grpc-client-executor-30 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2179519e-73fa-4ec9-a329-a2c9605ef89e] Ack server push request, request = NotifySubscriberRequest, requestId = 33
2024-11-01 22:35:40 |INFO  |main |DefaultRocketMQListenerContainer.java:290 |org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer |running container: DefaultRocketMQListenerContainer{consumerGroup='dynamic-group', nameServer='8.138.31.44:9876', topic='dynamic', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING}
2024-11-01 22:35:40 |INFO  |main |ListenerContainerConfiguration.java:127 |org.apache.rocketmq.spring.autoconfigure.ListenerContainerConfiguration |Register the listener to container, listenerBeanName:dynamicConsumer, containerBeanName:org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer_4
2024-11-01 22:35:41 |INFO  |main |DefaultRocketMQListenerContainer.java:290 |org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer |running container: DefaultRocketMQListenerContainer{consumerGroup='video-encode-group', nameServer='8.138.31.44:9876', topic='video-encode', consumeMode=ORDERLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING}
2024-11-01 22:35:41 |INFO  |main |ListenerContainerConfiguration.java:127 |org.apache.rocketmq.spring.autoconfigure.ListenerContainerConfiguration |Register the listener to container, listenerBeanName:videoEncodeConsumer, containerBeanName:org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer_5
2024-11-01 22:35:41 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of dbaf0b9c-4e06-429f-9dc5-de8b4dd5d088
2024-11-01 22:35:41 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[dbaf0b9c-4e06-429f-9dc5-de8b4dd5d088] RpcClient init label, labels = {module=naming, source=sdk}
2024-11-01 22:35:41 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[dbaf0b9c-4e06-429f-9dc5-de8b4dd5d088] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2024-11-01 22:35:41 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[dbaf0b9c-4e06-429f-9dc5-de8b4dd5d088] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2024-11-01 22:35:41 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[dbaf0b9c-4e06-429f-9dc5-de8b4dd5d088] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2024-11-01 22:35:41 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[dbaf0b9c-4e06-429f-9dc5-de8b4dd5d088] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-11-01 22:35:41 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[dbaf0b9c-4e06-429f-9dc5-de8b4dd5d088] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1730471742353_221.4.34.226_15255
2024-11-01 22:35:41 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[dbaf0b9c-4e06-429f-9dc5-de8b4dd5d088] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-11-01 22:35:41 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[dbaf0b9c-4e06-429f-9dc5-de8b4dd5d088] Notify connected event to listeners.
2024-11-01 22:35:41 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[dbaf0b9c-4e06-429f-9dc5-de8b4dd5d088] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$476/0x0000000800403440
